PID,Country,Progress,Finished,Entities_1,Entities_2,Entities_3,Entities_4,Entities_5,Entities_6,Entities_7,Entities_8,Entities_9,Entities_10,Entities_11,Entities_12,Entities_13,Entities_14,Entities_15,Entities_16,Entities_17,Entities_18,Entities_19,Entities_20,Entities_21,Entities_22,Entities_23,Entities_24,Entities_25,Entities_26,Entities_27,Entities_28,Entities_29,SV1,SV2,SV3,SV4,SV5,SV6,SVC7,SVC8,SVC9,SVC10,SVC11,Parent,Sc_self,Sc_self_CODED,Sc_self_SOURCE,Sc_School,Sc_School_CODED,Sc_School_SOURCE,Sc_class_act,Sc_class_sch,Sc_class_text,Sc_confl,Sc_confl_type,Sc_confl_score,Sc_talk,Sc_talk_freq,Retro_Sc_p_inf,Retro_Sc_p_CODED,Retro_Sc_p_SOURCE,Retro_sch_inf,Retro_sch_CODED,Retro_sch_SOURCE,Retro_sc_freq,Retro_sc_class,Retro_sc_class_text,Retro_sc_conf,Retro_sc_conf_type,Retro_sc_conf_score,Retro_sc_talk,Retro_sc_talk_freq,Future_sc_talk,Grades,RV1,RV2,RV3,RV4,RV5,RV6,RVC7,RVC8,RVC9,RVC10,RVC11,Rel_self,Rel_self_CODED,Rel_self_SOURCE,Rel_school,Rel_school_CODED,Rel_school_SOURCE,Rel_class_freq,Rel_class,Rel_class_type,Rel_confl,Rel_confl_type,Rel_confl_score,Rel_talk,Rel_talk_freq,Rel_freq_child,Retro_rel_parent_inf,Retro_rel_p_CODED,Retro_rel_p_SOURCE,Retro_rel_school_inf,Retro_rel_s_CODED,Retro_rel_s_SOURCE,Retro_rel_class_freq,Retro_rel_class,Retro_rel_class_type,Retro_rel_confl,Retro_rel_confl_type,Retro_rel_confl_score,Retro_rel_talk,Retro_rel_talk_freq,Retro_rel_child_freq,Future_rel_child_freq,Rel_symb,Pray_diff,Pray_wish,Worship_freq,Worship_frequent,God_control,Divine,Faith,God_punish,Afterlife,Rel_freq,Rel_frequent,Religiosity,Religion,Religion_score,Belief_other,Folk,Religion_father,Religion_mother,Religion_granny,Rel_myparentonmychild,Rel_grannyonme,Parenting_parentonme,Parenting_grannyonparent,Parenting_meonmychild,Religion_partner,Religion_influenced_child,Religion_influenced,Rel_spi_activities,Rel_spi_act_solo_other,Rel_spi_act_group_other,Rel_spi_act_child,Rel_spi_act_parents,Rel_holiday,Rel_events,Worship_place,Worship_place_other,Gender,Ethnicity,SISI_ethnicity,SISI_Religion,SISI_National,SISI_student,Edu_level,Edu_level_other,Parent_edu,Parent_edu_other,Employment,Occupation,SES_1,Birthdate,Adjusted_ages,Age,Child_age,Aus_Pr_citizen,Nationality,Aus_born,Country_birth,Origin
253,2,100,TRUE,6,7,6,6,6,4,7,7,6,6,4,5,7,6,4,7,7,7,4,6,6,6,7,5,1,7,6,7,3,4,4,4,4,4,4,3,2,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. They believe in scientific matter such as the the importance of vaccine.,affirmation,parent-only source,Yes. They taught us on subject such as physics which make me believe the phenomenon that happen around the world.,affirmation,multiple source,7,Yes,"In school: science, physics, chemistry; outside school: none",We will discuss in the simpler so we can understand and respect each of our view.,supportive,2,Yes,Once a week. Usually about plants.,Yes,2,5,1,4,4,4,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. They taught me the importance of performing solah every day which make me afraid to miss solah.,affirmation,parent-only source,"Yes, the school taught me things that I hardly know such as the consequences I will face if commit sin.",affirmation,multiple source,6,Yes,"Quran classes, faraid, munakahat, muamalat, ibadat, tauhid, hadis, sirah, akhlak",They will explain and stress that I was wrong.,directive,2,Yes,"Weekly. About the doa we can recite in our daily lives, eg: before going out.",4,3,No,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Agree,Strongly agree,Agree,Agree,Only on special holy days,0,1,Islam,1,No.,No,Islam,Islam,Islam,NA,Little,NA,Quite a lot,Quite a lot,NA,NA,Islam,"Solo prayer ,Other solo activity (please specify): :,Group prayer",Quran recitation,NA,NA,Yes,Yes,None,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,"Foundation, pre-university, or matriculation",NA,NA,Private tutor,3,01/24/1997,23,1602653.27.00,NA,NA,NA,NA,NA,NA
211,2,100,TRUE,7,7,7,7,7,4,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,4,5,5,5,5,5,4,5,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, because they make sure that we have a good and solid understanding in science from we are small",affirmation,uninformative,"Yes, schools ensure that the students are able to explore the scientific studies/views by teaching them the core foundation of science and let they students explore it through museums and planetariums visits",affirmation,multiple source,2,Yes,"Science, Biology, Chemistry, Physics, Personal Tuitions for every science subjects in secondary school",My mother didn't really talk about it but my father always challenge our thoughts until we are very confident about the scientific view that we had,directive,2,Yes,"Almost every other day when I was younger, its always about natural occurances (things in physic, chemistry and biology) also planets, scientific experiments",Yes,3,4,4,4,5,4,4,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes it did, but only until before I when to boarding school. Because before boarding school (13 years old), I have limited sources to look into or discuss with.",affirmation,multiple source,"Yes, because there is much more exposure about different religious texts and reviews. Hence, the exposure has given me an in-depth knowledge on the different views and perspectives on religious understanding.",affirmation,multiple source,4,Yes,Quran classes,"They would be angry at first as they felt like they knew better but nowadays (when I am 25 years above), they are more open to different views although there will always be clashes in religious views.",supportive,0,Yes,"Sometimes when we ask (this is during we are children, 6-12 years old), most of the time about 25 Prophets, Angels/Demons, Heaven/Hell, the creation of life and planets as well.",4,2,Yes,Strongly agree,Strongly agree,More than once a week,1,Agree,Strongly agree,Agree,Agree,Strongly agree,Only on special holy days,0,1,Islam,1,No,"Before yes (when I was small, being a kids). But it become <U+0093>No<U+0094> when I was 13 years old.",Islam,Islam,Islam,NA,Not at all,NA,Not at all,Not at all,NA,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,No,Yes,"Hari Raya Aidiladha, New Year, Awal Muharram, Nuzul Quran",Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,Undergraduate degree,NA,NA,Anti Money Laundering / Compliance Analyst,3,05/19/1994,26,1077542.17.00,NA,NA,NA,NA,NA,NA
213,2,100,TRUE,7,7,7,7,7,5,7,7,7,7,5,6,7,7,7,7,7,7,3,5,7,7,7,6,2,7,2,3,1,5,4,4,4,4,4,4,4,3,2,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. My parents came from science education background and encouraged me to pursue science in my education. I believe that almost everything that happened in this world is discovered with the right knowledge in science and some of the discoveries are impressive but unfortunately some of them may be good but could be endangering to world,affirmation,parent-only source,Yes. School provided me with the right knowledge and the importance of understanding science in life,affirmation,multiple source,7,Yes,"Biology, chemistry, physics",They would be very understanding about it but i am sure they will provide me with the right information if i am in the wrong and vice versa,supportive,2,Yes,Fairly regular. We usually talks about it especially if some of the topics are widely talked around the world,Yes,3,4,4,3,4,4,3,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. Religion is an important thing in our family and they encouraged me to have a strong belief in our religion,affirmation,parent-only source,Yes. I received most of my education on religion from school.,affirmation,multiple source,6,Yes,"Quran classes, Islamic studies",They would be devastated and disappointed,directive,1,Yes,"Mostly we talked during the period of religious occasion (ramadhan, eid etc) and talked about the significance of these occasions",2,2,Yes,Strongly agree,Agree,"Never, practically never",0,Agree,Agree,Agree,Disagree,Agree,Once a week,1,0,Islam,1,No,No,Islam,Islam,Islam,NA,Quite a lot,NA,Somewhat,Little,NA,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,"Yes. Mostly during ramadhan, we did tarawikh prayer together as a group and during Eid, we give a visit to relatives and friends but in my opinion, that is just more to a cultural custom which we just keep in touch and maintain good relationships with each other",Mosques Masjid,NA,Male,Malay,Strongly agree,Somewhat agree,Strongly agree,NA,Undergraduate degree,NA,"Post-graduate degree (Masters, PhD)",NA,NA,Interior Designer,6,05/11/1995,25,1114070.58.00,NA,NA,NA,NA,NA,NA
L28,2,100,TRUE,7,7,7,7,7,2,7,7,7,4,4,3,7,7,7,2,2,2,2,2,2,3,3,2,3,2,2,2,2,5,2,4,5,5,5,5,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. My dad is an engineer who reads a lot and likes to share his findings with the family.,affirmation,parent-only source,I studied in a prestigious national school and in a science stream class. I loved science subjects.,affirmation,multiple source,2,Yes,Science classes and science private tuition classes,They would listen,supportive,1,Yes,"Once a week, about latest news",Yes,3,2,2,4,2,4,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, my parents do not follow through religious teachings strictly",affirmation,uninformative,"Yes, I was not surrounded by people who were religious",affirmation,uninformative,7,No,None,They would listen,supportive,1,Yes,Common teachings and traditions to follow,4,4,Yes,Strongly disagree,Strongly disagree,Only on special holy days,0,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Only on special holy days,0,0,Buddhism,1,No,No,Buddhism,Buddhism,Buddhism,NA,Little,NA,Quite a lot,Somewhat,Buddhism,NA,Buddhism,Other group activity (please specify): :,NA,None,NA,No,"Yes, but as cultural holidays",None,Buddhist temples,NA,Female,Chinese,Somewhat agree,Somewhat disagree,Agree,NA,"Post-graduate degree (Masters, PhD)",NA,Undergraduate degree,NA,NA,Clinical psychologist,6,07/25/1995,24,771605.13.00,NA,NA,NA,NA,NA,NA
L10,2,100,TRUE,7,7,7,7,7,1,7,7,7,6,2,7,7,7,1,7,7,7,7,1,7,7,7,7,1,7,7,7,1,5,3,4,4,4,4,4,4,4,4,4,Yes,"Yes, as I share my views with my child",affirmation,parent-only source,"Yes, school does influence how a child think as he will meet peers, discuss with teachers.",affirmation,multiple source,7,Yes,"Preschool: plantation, life cycle, observation",Open to share the view from different perspectives as long as it is backed up with evidences,supportive,2,Yes,"During exploration, informal discussion","A bit, as they are evidence based people",affirmation,uninformative,"Yes, they emphasize on ways getting data and view the world with rational as long as not oppose with our personal values",affirmation,multiple source,7,Yes,"School: biology, chemistry, sciences, physics, additional math",Open to listen but not necessarily totally agree,supportive,1,Yes,"Cooking, traveling, daily activities reflection",NA,3,5,4,5,4,5,5,5,4,4,4,5,"Yes, I share my views most of the time",affirmation,parent-only source,"Yes, as the daily routines may or may not include religious practices",affirmation,multiple source,7,Yes,"Preschool: akhlak(moral), knowing Allah","Open to listen the perspective and rational, but at the same time offer alternative rational if they misunderstand",supportive,1,Yes,"During prayer, before sleep",3,"Yes, as they practice the religion in our home holistically",affirmation,parent-only source,"Yes, I went to private islamic school",affirmation,multiple source,5,Yes,"Aqidah, akhlak, Quran, hadith, fiqah, scientic method in Quran",Open to listen different opinion as long as tauhid is not compromised,supportive,1,Yes,"We practice prayer in congregation, tazkirna and story time",2,NA,Yes,Strongly agree,Strongly agree,More than once a week,1,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Once a week,1,1,Islam,1,No,No,Islam,Islam,Islam,Quite a lot,Quite a lot,Quite a lot,Somewhat,NA,Islam,Islam,Islam,"Solo prayer ,Other solo activity (please specify): :,Group prayer ,Other group activity (please specify): :","Quran, tadabbur","Islamic classes, charity",Yes,Yes,Yes,"Eid, hajj",Mosques Masjid,NA,Female,Malay,Agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,"Post-graduate degree (Masters, PhD)",NA,NA,Housewife,6,06/15/1995,24,954253.37.00,4 & 1,NA,NA,NA,NA,NA
252,2,100,TRUE,7,7,7,7,7,4,7,7,7,7,4,4,7,7,7,7,7,7,7,1,7,7,7,3,1,7,7,7,5,4,3,4,4,5,4,5,4,4,5,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,Yes. I studied science at school,affirmation,multiple source,1,Yes,"I study at a boarding school. Outside of school learning is initiated by teachers. For example, invite teacher from a different school and study with their students",I'm sure we'll find common ground between those differences,supportive,1,Yes,"I went to full-boarding school. If returning home, rarely. Usually with siblings only.",Yes,1,5,4,4,5,5,5,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes. They sent me to learn to study the Quran from a young age. They also taught me how to pray and the basics of religion. I studied religion in the afternoon when I was 6-12 years old. Then, continued schooling in a religious secondary school",affirmation,multiple source,"Yes. In terms of daily routine, monitoring of prayers, time management etc",affirmation,multiple source,2,Yes,At school: Study - 10 religious subjects (religious secondary school). Outside: Huts and knowledge gatherings in surau and mosques,They will advice me,directive,1,Yes,Most of the advice of my parents will also be inserted religious part,1,1,No,Strongly agree,Strongly agree,More than once a week,1,Agree,Agree,Agree,Strongly agree,Strongly agree,More than once a week,1,1,Islam,1,"Tidak percaya amalan pseudosains. Saya percaya dengan kewujudan ilmu ghaib, tidak dengan keberkesanan.",No,Islam,Islam,Islam,NA,Quite a lot,NA,A great deal,A great deal,Islam,NA,Islam,"Solo prayer ,Other solo activity (please specify): :,Group prayer ,Other group activity (please specify): :","Amalan harian seperti zikir, membaca al-Quran, membaca kitab agama.","Pergi ke majlis ilmu, majlis selawat.",NA,Yes,Yes,"Ya. Majlis maulidur Rasul, khatam al-Quran, majlis yang melibatkan peristiwa besar dalam Islam dan banyak lagi.",Mosques Masjid,NA,Male,Malay,Somewhat agree,Somewhat agree,Strongly agree,NA,Some college or university education (yet to be completed),NA,Undergraduate degree,NA,NA,"Pelajar di Fakulti Perubatan, Universiti Alexandria, Mesir.",4,04/24/1999,21,1191692.32.00,NA,NA,NA,NA,NA,NA
L32,2,100,TRUE,7,7,7,7,7,2,7,7,7,5,2,7,7,7,2,7,7,7,2,3,7,7,7,7,1,7,1,7,3,4,3,4,4,4,3,4,4,4,3,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,Through learning in the class and outside the class,affirmation,multiple source,7,Yes,Attended science class only,They are open minded parents,supportive,1,No,none,Yes,2,4,4,4,4,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. they lead by example. by practicing religion in every inch of their life,affirmation,parent-only source,"Yes, through formal learning in the morning school and evening SAR school",affirmation,multiple source,7,Yes,"Islamic studies (Pendidikan Islam), Quran Sunnah, Syariah, Fiqh, Hadith",Never experience that situation. Usually my views are in line with their views,supportive,0,No,"Not much as I learn about my religion mostly from school. we only discuss basically on daily life issues, good and bad, halal and haram.",1,1,No,Agree,Agree,More than once a week,1,Agree,Agree,Agree,Agree,Disagree,More than once a week,1,1,Islam,1,No,No,Islam,Islam,Islam,NA,Little,NA,Quite a lot,Somewhat,Islam,NA,Islam,"Solo prayer ,Other solo activity (please specify): :,Group prayer ,Other group activity (please specify): :",Reciting Quran,Tadarus,NA,Yes,Yes,Yes. Any religious events related to Islam,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,Primary school (completed) Tamat sekolah rendah,NA,NA,Health care provider,7,09/25/1986,33,488509.11.00,NA,NA,NA,NA,NA,NA
L16,2,100,TRUE,7,7,7,7,7,5,7,7,7,6,4,6,7,7,5,7,7,7,7,5,7,7,7,7,1,7,7,7,6,5,4,4,5,5,5,5,5,5,5,5,Yes,Science explains things with evidence and can be proven and repeated. Sains menerangkan sesuatu dengan bukti dan boleh dibuktikan serta diulang,ambiguous,uninformative,"Yes through scientific experiments, reinforcement by teachers friends and environment",affirmation,multiple source,5,Yes,Biology Chemistry Physics,"Go to factual knowledge, looks for evidences through usual reaources and ensure understanding on the issues",directive,1,Yes,"When the matter arises - health - infection due to exposure, prevention is important, social distacing in covid issues important, sanitation help prevention etc","No, as they were not formally educated during their time but they are supportive of formal education",denial,uninformative,"Yes, reinforcement on excellency in education",affirmation,multiple source,5,Yes,Biology Chemistry Physic,They accept it if properly explained,supportive,2,Yes,When matter arises - eg meals need to be cooked adequately for good consumption,NA,1,5,5,5,5,5,5,5,5,5,5,5,"Yes, parental proper understanding on religion will help children develop proper understanding on interaction between religion and life",affirmation,parent-only source,Yes school environment will use principles related to their vision and mission,affirmation,multiple source,1,Yes,"Religious subject, Quran subjects","Discuss on the differences, focus on the truth with evidences and third party if necessary",supportive,1,Yes,Regularly as Muslim involve with religious activities many times in a day,1,"Yes, their understanding, practices and commitments shown and followed",affirmation,parent-only source,"Yes, practices continues, understanding reinforced",affirmation,multiple source,1,Yes,"Religious subjects, Quran subjects, Religion and live activities - finance, sports, politics","Disbelief, anger",directive,1,Yes,Regular as reminder for religious commitments are many timea a day,1,NA,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,More than once a week,1,1,Islam,1,Kuasa ghaib berasaskan kekuasaan Allah,No,Islam,Islam,Islam,A great deal,A great deal,A great deal,A great deal,NA,Islam,Islam,Islam,"Solo prayer ,Other solo activity (please specify): :,Group prayer ,Other group activity (please specify): :","Zakat, sedekah",Pilgrimage Haj Umrah,Yes,Yes,Yes,None,Mosques Masjid,NA,Male,Malay,Strongly agree,Strongly agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,Primary school (completed) Tamat sekolah rendah,NA,NA,Lecturer,9,07/09/1965,54,844694.34.00,"28, 26, 25",NA,NA,NA,NA,NA
322,2,100,TRUE,7,7,7,7,7,4,7,7,7,7,3,7,7,6,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,5,3,4,4,4,3,4,4,3,3,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,Yes. School was one of the first place where i got to learn that most of the things happening in the world has its reason.,affirmation,multiple source,2,Yes,Science and biology,"Sometimes they are okay, sometimes they are not.",supportive,1,No,They dont,Yes,2,5,4,5,5,5,4,5,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. Copying what they do. For example: praying,affirmation,parent-only source,Yes.,affirmation,uninformative,2,Yes,"Quran classes, tajwid classes",Not so good,directive,1,Yes,"Once a week, family gathering, things that happening around the world that requires religion opinion.",3,2,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Once a month,1,1,Islam,1,No,No,Islam,Islam,Islam,NA,Little,NA,Quite a lot,Somewhat,Islam,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,Yes. Ceramah maulidur rasul,Mosques Masjid,NA,Female,Malay,Agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,High school (completed),NA,NA,Student,7,12/30/1999,20,50140.02.00,NA,NA,NA,NA,NA,NA
286,2,100,TRUE,7,7,7,7,7,1,7,7,7,1,1,5,7,7,7,7,7,7,1,7,7,7,7,7,1,7,4,7,7,4,3,3,4,5,5,5,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,yes because I am a science major,affirmation,uninformative,6,Yes,"Biology, physics, chemistry.",no scientific discussion with parents,supportive,0,No,No,Yes,2,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, guided in relation to living life. Ya, dibimbing berkaitan menjalani kehidupan",affirmation,parent-only source,"Yes, receive Quranic guidance every weekend. Arabic language classes form 1 to form 3 even in the field of science",affirmation,multiple source,3,Yes,Quranic class,They are open-minded,supportive,1,Yes,"just once in a while, about prayer, about friendship, about life. sekali sekala sahaja, Tentang Solat, Tentang bersahabat, tentang kehidupan",6,2,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Once a month,1,1,Islam,1,No,No,Islam,Islam,Islam,NA,Quite a lot,NA,A great deal,A great deal,Islam,NA,Islam,Solo prayer,NA,NA,NA,No,Yes,"Ya, maulidulrasul",Mosques Masjid,NA,Female,Bajau,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,Primary school (not completed) Tidak tamat sekolah rendah,NA,NA,administrator,7,03/11/1970,50,1392634.47.00,NA,NA,NA,NA,NA,NA
234,2,100,TRUE,7,7,7,7,7,1,7,7,7,7,1,4,7,7,4,7,7,7,5,3,7,7,7,7,1,7,7,7,3,5,3,4,4,5,3,5,4,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nothing that I remember,denial,uninformative,Yes. Thru learning all the science subjects,affirmation,multiple source,1,Yes,"Physic, chemistry, Bio",Acceptive,supportive,1,No,Lately about coronavirus,Yes,2,5,3,4,4,5,4,5,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes. Being born in a muslim family, my religious view is very islmic-centric",affirmation,parent-only source,Yes. I studied in a islamic school so I<U+0092>m exposed to Islamic teachings,affirmation,multiple source,2,Yes,"Quran classes that teaches other aspects of Islam as well; fiqh, tauheed etc",Shocked to the core,directive,1,Yes,Often,2,2,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Once a week,1,0,Islam,1,No,No,Islam,Islam,Islam,NA,Somewhat,NA,Somewhat,Quite a lot,Islam,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,"Yes, most islamic events.",Mosques Masjid,NA,Male,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,"Diploma, or technical and vocational education",NA,NA,Government servant,6,08/09/1995,24,703112.04.00,NA,NA,NA,NA,NA,NA
263,2,100,TRUE,7,7,7,7,7,5,7,7,7,6,4,5,7,6,7,7,7,7,4,4,6,7,7,5,1,7,4,7,5,5,3,4,4,4,3,5,3,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,"Yes, school is the reason I fall in love with science. My teacher's teaching about science is spot on",affirmation,multiple source,3,Yes,"School: phy, chem, bio. Outside: phy",They would listen to my justification,supportive,1,Yes,When there is an issue regarding health. Thats the most interesting topic to be talked about,Yes,2,5,4,4,5,4,4,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. They tought me to put religion above wordly matter,affirmation,parent-only source,Yes. School tought me to apply religion in daily live,affirmation,multiple source,1,Yes,Quran classes,We would talk about it diplomatically. Usually the difference in view is due to me being overseas.,supportive,1,Yes,Topic on halal is the most talked about,2,2,Yes,Agree,Agree,More than once a week,1,Strongly agree,Agree,Agree,Agree,Strongly agree,Once a week,1,0,Islam,1,Yes. Witchcraft,No,Islam,Islam,Islam,NA,Quite a lot,NA,Quite a lot,Quite a lot,Islam,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,"Yes, but as cultural holidays",None,Mosques Masjid,NA,Male,Malay,Strongly agree,Strongly agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,Undergraduate degree,NA,NA,Research assistant,7,11/18/1993,26,241926.51.00,NA,NA,NA,NA,NA,NA
L43,2,90,FALSE,7,7,7,7,7,3,7,7,7,7,3,5,7,7,5,7,7,7,7,5,7,7,7,7,7,7,7,7,5,5,1,4,5,4,5,5,4,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,"Yes, through Science education",affirmation,multiple source,1,Yes,"In school, extra classes provided by the teacher everyday",Not sure,supportive,0,No,No,Yes,1,5,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, through quran and life lessons",affirmation,multiple source,"Yes, through formal education",affirmation,multiple source,1,Yes,"Quran classes, formal islamic education classes",They will go mad,directive,1,Yes,"Everyday, about Quran lessons",4,3,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Only on special holy days,0,1,Islam,1,Yes,Yes,Islam,Islam,Islam,NA,Quite a lot,NA,Somewhat,Somewhat,Islam,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,"Yes,e.g weddings, eid, ramadhan, etc",Mosques Masjid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,2,100,TRUE,7,7,7,7,7,3,7,7,7,5,1,7,7,7,7,7,7,7,4,3,7,7,7,7,1,7,2,7,3,5,2,4,1,5,3,5,4,4,4,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not really because they didn<U+0092>t really have any scientific views,denial,uninformative,"Yes, physic, bio and chemistry helps me understand more about the basic nature in life",affirmation,multiple source,4,Yes,"Biology, Physica, Chemistry","Not much, they accept it with and open heart",supportive,1,No,Rarely,Yes,2,5,3,4,5,5,5,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, they<U+0092>s been teaching me about Islam since I was a kid and that helps me to understand my belief now",affirmation,parent-only source,"Yes, there are Pendidikan Islam back in school and the ustaz/ustazah there helps me to understand Islam by stage",affirmation,multiple source,2,Yes,Qutranis class and religious school,We have the same view,supportive,0,Yes,Rarely,4,3,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Only on special holy days,0,1,Islam,1,"Not really, read it for fun but I don<U+0092>t believe in it",Sometimes yes,Islam,Islam,Islam,NA,Quite a lot,NA,A great deal,Quite a lot,Islam,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,"Maulidur Rasul, Awal Muharram",Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,Some college or university education (yet to be completed),NA,NA,Marketing Executive,5,01/15/1995,25,16465.14.00,NA,NA,NA,NA,NA,NA
